Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
ARC83,12,2,0.000153,6553.0,11,6379,0.9734,76 16 42 77 78 79 80
ARC83,12,2,0.000153,6553.0,12,5441,0.8303,82 81 83
ARC83,12,3,0.000152,6589.0,1,6371,0.9669,1 2 4 5 8
ARC83,12,3,0.000152,6589.0,2,6510,0.9880,3 6 9
ARC83,12,3,0.000152,6589.0,3,6558,0.9953,7 11 10 14 25 12
ARC83,12,3,0.000152,6589.0,4,6214,0.9431,19 24 29 13 18 17 22 21 27
ARC83,12,3,0.000152,6589.0,5,6278,0.9528,28 32 35 33 34 23
ARC83,12,3,0.000152,6589.0,6,6499,0.9863,36 38 37 40 30 31 15 20
ARC83,12,3,0.000152,6589.0,7,6546,0.9935,26 39 43 44 46 42 41 45
ARC83,12,3,0.000152,6589.0,8,6488,0.9847,47 49 69 71 70 72 73 48 50
ARC83,12,3,0.000152,6589.0,9,6358,0.9649,51 52 53 54 55 56 57 58 59 60 61
ARC83,12,3,0.000152,6589.0,10,6589,1.0000,62 63 64 65 66 67 68 74
ARC83,12,3,0.000152,6589.0,11,6305,0.9569,75 76 16 78 77 79 81 80
ARC83,12,3,0.000152,6589.0,12,4991,0.7575,82 83
ARC83,12,4,0.000152,6589.0,1,6371,0.9669,1 2 4 5 8
ARC83,12,4,0.000152,6589.0,2,6510,0.9880,3 6 9
ARC83,12,4,0.000152,6589.0,3,6558,0.9953,7 11 10 14 25 12
ARC83,12,4,0.000152,6589.0,4,6214,0.9431,19 24 29 13 18 17 22 21 27
ARC83,12,4,0.000152,6589.0,5,6278,0.9528,28 32 35 33 34 23
ARC83,12,4,0.000152,6589.0,6,6499,0.9863,36 38 37 40 30 31 15 20
ARC83,12,4,0.000152,6589.0,7,6546,0.9935,26 39 43 44 46 42 41 45
ARC83,12,4,0.000152,6589.0,8,6488,0.9847,47 49 69 71 70 72 73 48 50
ARC83,12,4,0.000152,6589.0,9,6358,0.9649,51 52 53 54 55 56 57 58 59 60 61
ARC83,12,4,0.000152,6589.0,10,6589,1.0000,62 63 64 65 66 67 68 74
ARC83,12,4,0.000152,6589.0,11,6305,0.9569,75 76 16 78 77 79 81 80
ARC83,12,4,0.000152,6589.0,12,4991,0.7575,82 83
ARC83,12,5,0.000151,6605.0,1,6562,0.9935,1 2 4 7 11
ARC83,12,5,0.000151,6605.0,2,6544,0.9908,15 3 6 10
ARC83,12,5,0.000151,6605.0,3,6275,0.9500,5 8 13 17 18 22 20 21
ARC83,12,5,0.000151,6605.0,4,6605,1.0000,9 14 19 24 29 27 23
ARC83,12,5,0.000151,6605.0,5,6603,0.9997,28 25 32 34 33 37 40
ARC83,12,5,0.000151,6605.0,6,6465,0.9788,36 38 41 35 30 31 45
ARC83,12,5,0.000151,6605.0,7,6482,0.9814,39 44 46 48 50 51 52 43 26
ARC83,12,5,0.000151,6605.0,8,6544,0.9908,47 49 69 70 71 72 53 54 55 56
ARC83,12,5,0.000151,6605.0,9,6302,0.9541,57 58 59 60 61 62 73 63 64 65
ARC83,12,5,0.000151,6605.0,10,6345,0.9606,66 67 68 75 74 76 12 16
ARC83,12,5,0.000151,6605.0,11,5989,0.9067,42 77 78 79 80 81
ARC83,12,5,0.000151,6605.0,12,4991,0.7556,82 83
ARC83,12,6,0.000151,6611.0,1,6371,0.9637,1 2 4 5 8
ARC83,12,6,0.000151,6611.0,2,6467,0.9782,3 6 10 13
ARC83,12,6,0.000151,6611.0,3,6545,0.9900,9 12 7 11 15 25
ARC83,12,6,0.000151,6611.0,4,6448,0.9753,14 19 24 29 30 31 18 23
ARC83,12,6,0.000151,6611.0,5,6533,0.9882,20 17 22 21 27 26 28 32
ARC83,12,6,0.000151,6611.0,6,6611,1.0000,33 34 36 35 38 41 45
ARC83,12,6,0.000151,6611.0,7,6585,0.9961,47 37 40 49 69 71 39 42 16
ARC83,12,6,0.000151,6611.0,8,6572,0.9941,43 44 46 48 50 51 52 53 54 55 56
ARC83,12,6,0.000151,6611.0,9,6173,0.9337,70 72 73 57 58 59 60 61
ARC83,12,6,0.000151,6611.0,10,6589,0.9967,62 63 64 65 66 67 68 74
ARC83,12,6,0.000151,6611.0,11,5822,0.8807,75 76 77 78 79 80 81
ARC83,12,6,0.000151,6611.0,12,4991,0.7550,82 83
ARC83,12,7,0.000151,6634.0,1,6371,0.9604,1 2 4 5 8
ARC83,12,7,0.000151,6634.0,2,6467,0.9748,3 6 10 13
ARC83,12,7,0.000151,6634.0,3,6401,0.9649,14 9 12 25 7
ARC83,12,7,0.000151,6634.0,4,6595,0.9941,11 15 20 18 23 19 24 29 30 16
ARC83,12,7,0.000151,6634.0,5,6496,0.9792,31 17 28 21 22 32 35
ARC83,12,7,0.000151,6634.0,6,6347,0.9567,36 39 43 34 38 41
ARC83,12,7,0.000151,6634.0,7,6634,1.0000,33 37 40 27 26 44 46 48 50 51
ARC83,12,7,0.000151,6634.0,8,6552,0.9876,42 52 45 47 49 69 70 71 53 54
ARC83,12,7,0.000151,6634.0,9,6442,0.9711,72 73 55 56 57 58 59 60 61
ARC83,12,7,0.000151,6634.0,10,6589,0.9932,62 63 64 65 66 67 68 74
ARC83,12,7,0.000151,6634.0,11,5822,0.8776,75 76 77 78 79 81 80
ARC83,12,7,0.000151,6634.0,12,4991,0.7523,82 83
ARC83,12,8,0.000151,6634.0,1,6371,0.9604,1 2 4 5 8
ARC83,12,8,0.000151,6634.0,2,6467,0.9748,3 6 10 13
ARC83,12,8,0.000151,6634.0,3,6401,0.9649,14 9 12 25 7
ARC83,12,8,0.000151,6634.0,4,6595,0.9941,11 15 20 18 23 19 24 29 30 16
ARC83,12,8,0.000151,6634.0,5,6496,0.9792,31 17 28 21 22 32 35
ARC83,12,8,0.000151,6634.0,6,6347,0.9567,36 39 43 34 38 41
ARC83,12,8,0.000151,6634.0,7,6634,1.0000,33 37 40 27 26 44 46 48 50 51
ARC83,12,8,0.000151,6634.0,8,6552,0.9876,42 52 45 47 49 69 70 71 53 54
ARC83,12,8,0.000151,6634.0,9,6442,0.9711,72 73 55 56 57 58 59 60 61
ARC83,12,8,0.000151,6634.0,10,6589,0.9932,62 63 64 65 66 67 68 74
ARC83,12,8,0.000151,6634.0,11,5822,0.8776,75 76 77 78 79 81 80
ARC83,12,8,0.000151,6634.0,12,4991,0.7523,82 83
ARC83,12,9,0.000151,6644.0,1,6194,0.9323,1 2 3 5
ARC83,12,9,0.000151,6644.0,2,6644,1.0000,4 6 10 8 13
ARC83,12,9,0.000151,6644.0,3,6434,0.9684,9 7 11 15 14
ARC83,12,9,0.000151,6644.0,4,6513,0.9803,19 25 24 18 23 17 22 29 21
ARC83,12,9,0.000151,6644.0,5,6524,0.9819,27 28 32 35 33 36 20
ARC83,12,9,0.000151,6644.0,6,6414,0.9654,38 41 45 47 49 69 71 34 37
ARC83,12,9,0.000151,6644.0,7,6550,0.9859,40 30 31 39 43 44 46 26
ARC83,12,9,0.000151,6644.0,8,6637,0.9989,70 72 73 48 50 51 52 53 12
ARC83,12,9,0.000151,6644.0,9,6358,0.9570,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,9,0.000151,6644.0,10,6459,0.9722,65 66 67 68 74 75 76 16
ARC83,12,9,0.000151,6644.0,11,5989,0.9014,42 77 78 79 81 80
ARC83,12,9,0.000151,6644.0,12,4991,0.7512,82 83
ARC83,12,10,0.000151,6644.0,1,6194,0.9323,1 2 3 5
ARC83,12,10,0.000151,6644.0,2,6644,1.0000,4 6 10 8 13
ARC83,12,10,0.000151,6644.0,3,6434,0.9684,9 7 11 15 14
ARC83,12,10,0.000151,6644.0,4,6513,0.9803,19 25 24 18 23 17 22 29 21
ARC83,12,10,0.000151,6644.0,5,6524,0.9819,27 28 32 35 33 36 20
ARC83,12,10,0.000151,6644.0,6,6414,0.9654,38 41 45 47 49 69 71 34 37
ARC83,12,10,0.000151,6644.0,7,6550,0.9859,40 30 31 39 43 44 46 26
ARC83,12,10,0.000151,6644.0,8,6637,0.9989,70 72 73 48 50 51 52 53 12
ARC83,12,10,0.000151,6644.0,9,6358,0.9570,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,10,0.000151,6644.0,10,6459,0.9722,65 66 67 68 74 75 76 16
ARC83,12,10,0.000151,6644.0,11,5989,0.9014,42 77 78 79 81 80
ARC83,12,10,0.000151,6644.0,12,4991,0.7512,82 83
