Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
HAHN,10,6,0.000563,1775.0,1,1207,0.6800,8
HAHN,10,6,0.000563,1775.0,2,1695,0.9549,1 3 2 5 4 6 7
HAHN,10,6,0.000563,1775.0,3,1139,0.6417,9 10 11 12 14 13 18
HAHN,10,6,0.000563,1775.0,4,1556,0.8766,15
HAHN,10,6,0.000563,1775.0,5,1770,0.9972,17 16 19 20 23 22 25 26
HAHN,10,6,0.000563,1775.0,6,1679,0.9459,27 28 34 33 31 29 32 30 35 21 24 36 37 38 39
HAHN,10,6,0.000563,1775.0,7,1318,0.7425,40 41 53 51
HAHN,10,6,0.000563,1775.0,8,1775,1.0000,42
HAHN,10,6,0.000563,1775.0,9,1145,0.6451,43 48 44 45 49 46 50 47
HAHN,10,6,0.000563,1775.0,10,742,0.4180,52
HAHN,10,7,0.000563,1775.0,1,1695,0.9549,1 6 2 4 5 7 3
HAHN,10,7,0.000563,1775.0,2,1689,0.9515,8 9 10 11 12
HAHN,10,7,0.000563,1775.0,3,1668,0.9397,13 15
HAHN,10,7,0.000563,1775.0,4,1749,0.9854,17 19 21 24 18 14 22 25
HAHN,10,7,0.000563,1775.0,5,1697,0.9561,16 26 27 28 34 33 29 32 31 30 35 20 23 36
HAHN,10,7,0.000563,1775.0,6,741,0.4175,37 38 40 39 41
HAHN,10,7,0.000563,1775.0,7,1775,1.0000,42
HAHN,10,7,0.000563,1775.0,8,1185,0.6676,47 44 43 46 50 48 45 49 51
HAHN,10,7,0.000563,1775.0,9,742,0.4180,52
HAHN,10,7,0.000563,1775.0,10,1085,0.6113,53
HAHN,10,8,0.000563,1775.0,1,1695,0.9549,1 2 7 3 6 5 4
HAHN,10,8,0.000563,1775.0,2,1689,0.9515,8 9 10 11 12
HAHN,10,8,0.000563,1775.0,3,1668,0.9397,15 13
HAHN,10,8,0.000563,1775.0,4,1749,0.9854,17 19 18 21 14 22 25 24
HAHN,10,8,0.000563,1775.0,5,1697,0.9561,26 16 27 28 32 31 29 33 34 30 35 20 23 36
HAHN,10,8,0.000563,1775.0,6,741,0.4175,37 40 39 38 41
HAHN,10,8,0.000563,1775.0,7,1775,1.0000,42
HAHN,10,8,0.000563,1775.0,8,1185,0.6676,46 47 50 45 43 48 44 49 51
HAHN,10,8,0.000563,1775.0,9,742,0.4180,52
HAHN,10,8,0.000563,1775.0,10,1085,0.6113,53
HAHN,10,9,0.000563,1775.0,1,1695,0.9549,1 7 4 6 2 5 3
HAHN,10,9,0.000563,1775.0,2,1689,0.9515,8 9 10 11 12
HAHN,10,9,0.000563,1775.0,3,1668,0.9397,15 13
HAHN,10,9,0.000563,1775.0,4,1721,0.9696,14 18 16 17 19 20
HAHN,10,9,0.000563,1775.0,5,1725,0.9718,21 23 22 25 26 24 27 28 30 33 29 31 32 34 35 36
HAHN,10,9,0.000563,1775.0,6,741,0.4175,37 39 40 38 41
HAHN,10,9,0.000563,1775.0,7,1775,1.0000,42
HAHN,10,9,0.000563,1775.0,8,1185,0.6676,43 45 47 46 50 44 49 48 51
HAHN,10,9,0.000563,1775.0,9,742,0.4180,52
HAHN,10,9,0.000563,1775.0,10,1085,0.6113,53
HAHN,10,10,0.000563,1775.0,1,1695,0.9549,1 7 2 5 4 3 6
HAHN,10,10,0.000563,1775.0,2,1689,0.9515,8 9 10 11 12
HAHN,10,10,0.000563,1775.0,3,1742,0.9814,14 13 18 53
HAHN,10,10,0.000563,1775.0,4,1596,0.8992,15 51
HAHN,10,10,0.000563,1775.0,5,1609,0.9065,17 16 19 22 21 24 20 23 25
HAHN,10,10,0.000563,1775.0,6,1615,0.9099,26 27 28 31 29 32 30 33 34 35 36 37 39 40
HAHN,10,10,0.000563,1775.0,7,1727,0.9730,38 41 52 45 50 49 48 47 44
HAHN,10,10,0.000563,1775.0,8,1775,1.0000,42
HAHN,10,10,0.000563,1775.0,9,578,0.3256,46 43
HAHN,10,10,0.000563,1775.0,10,0,0.0000,
